name,calories,dietary,type,portion,image,prep_time,ingredients,instructions,protein,carbs,fat
Fish Curry,408,Non-Vegetarian,Lunch,1 serving,/static/images/fish cury.jpg,57 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish pieces with turmeric, salt, and lemon juice.

Heat oil; add mustard seeds, curry leaves, chopped onions and garlic; sauté.

Add chopped tomatoes, turmeric, coriander powder, chili powder, and salt; cook till oil separates.

Add fish pieces and simmer till cooked.

Garnish with coriander leaves.",20,14,24
Mutton Curry,412,Non-Vegetarian,Lunch,1 serving,/static/images/mutton curyy.jpg,58 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat oil; sauté 1 chopped onion till golden.

Add 1 tbsp ginger-garlic paste; cook 2 mins.

Add 500g mutton pieces, turmeric, chili powder, coriander powder, and salt.

Cover and cook on low heat till mutton is tender (45-60 mins).

Garnish with fresh coriander before serving.",21,15,25
Egg Masala,416,Non-Vegetarian,Dinner,1 serving,/static/images/egg masala.jpg,59 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","1. Boil and peel eggs. 2. Prepare curry gravy with onion, tomato, spices. 3. Add eggs, simmer. Serve with rice or roti.",22,16,26
Keema,420,Non-Vegetarian,Snacks,1 serving,/static/images/keema.jpg,60 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat 2 tbsp oil; sauté 1 finely chopped onion till golden.

Add 2 tsp ginger-garlic paste; cook 2 minutes.

Add 500g minced meat, salt, 1 tsp turmeric, 1 tsp red chili powder, and 1 tsp garam masala.

Cook till meat is browned and cooked through, stirring occasionally.",23,17,27
Chicken 65,424,Non-Vegetarian,Lunch,1 serving,/static/images/chicken 65.jpg,61 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1 tbsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric, 1 tsp garam masala, 1 tbsp lemon juice, salt to taste, and 2 tbsp yogurt.

Keep marinated chicken for at least 30 minutes.

Heat oil in deep pan; deep fry marinated chicken pieces till crispy and golden brown.

Remove and toss with fried curry leaves, green chilies, and chaat masala.

Serve hot as appetizer or snack.",24,18,28
Fish Tikka,428,Non-Vegetarian,Lunch,1 serving,/static/images/fish tikka.jpg,62 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish cubes with yogurt, ginger-garlic paste, turmeric, chili, and salt.

Thread on skewers.

Grill till cooked and charred.

Serve with mint chutney.",25,19,29
Prawns Fry,432,Non-Vegetarian,Dinner,1 serving,/static/images/prawns fry.jpg,63 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Clean and devein 250g prawns; marinate with 1/2 tsp turmeric, red chili powder, salt, and lemon juice. Rest for 15 minutes.

Heat 2 tbsp oil in a pan; add 1/2 tsp mustard seeds, 1/2 tsp cumin seeds, and chopped curry leaves.

When seeds crackle, add 1 sliced onion and sauté till golden.

Add 1 tsp ginger-garlic paste; cook for 2 minutes.

Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt; cook for 2 mins.

Add prawns; cook on high heat for 4-5 minutes till prawns turn pink and crispy.

Garnish with chopped coriander and serve hot.",26,20,30
Chicken Soup,436,Non-Vegetarian,Lunch,1 serving,/static/images/chicken soup.jpg,64 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Boil 500g chicken pieces in 6 cups water with salt, pepper, 2 cloves garlic, 1 inch ginger, and 1 bay leaf.

Remove chicken when cooked; shred meat.

Add chopped carrots, celery, and onions; simmer till vegetables tender.

Return shredded chicken to pot, adjust seasoning.

Serve hot, garnished with fresh parsley.",27,21,31
Chicken Korma,440,Non-Vegetarian,Lunch,1 serving,/static/images/chicken korma.jpg,65 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Sauté 1 large chopped onion and 1 tbsp ginger-garlic paste in 2 tbsp ghee till golden.

Add 1/4 cup cashew paste, 1 tsp garam masala, turmeric, and salt.

Add 500g chicken pieces and 1/2 cup yogurt, cook covered till tender.

Stir in 1/4 cup cream and cook 5 more minutes.

Garnish with fried onions and chopped nuts before serving.",28,22,12
Butter Chicken,444,Non-Vegetarian,Lunch,1 serving,/static/images/butter chicken.jpg,66 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1/2 cup yogurt, 1 tsp turmeric powder, 1 tsp red chili powder, 1 tsp garam masala, and salt to taste. Refrigerate for at least 30 minutes.

Heat 2 tbsp oil and 2 tbsp butter in a pan on medium heat.

Add 1 large finely chopped onion and sauté until golden brown.

Add 1 tbsp ginger-garlic paste and cook for 2 minutes until fragrant.

Pour in 1 cup tomato puree, then add 1 tsp coriander powder, 1 tsp garam masala, 1/2 tsp red chili powder, and salt to taste. Cook the mixture until the oil begins to separate from the masala.

Add the marinated chicken pieces, stir well, cover, and cook on low heat for 20-25 minutes or until the chicken is tender and cooked through.

Stir in 1/4 cup fresh cream and 1 tbsp butter, simmer for another 5 minutes.

Garnish with chopped fresh coriander leaves and serve hot with naan or steamed rice.",29,23,13
Fish Curry,448,Non-Vegetarian,Dinner,1 serving,/static/images/fish cury.jpg,67 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish pieces with turmeric, salt, and lemon juice.

Heat oil; add mustard seeds, curry leaves, chopped onions and garlic; sauté.

Add chopped tomatoes, turmeric, coriander powder, chili powder, and salt; cook till oil separates.

Add fish pieces and simmer till cooked.

Garnish with coriander leaves.",30,24,14
Mutton Curry,452,Non-Vegetarian,Lunch,1 serving,/static/images/mutton curyy.jpg,68 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat oil; sauté 1 chopped onion till golden.

Add 1 tbsp ginger-garlic paste; cook 2 mins.

Add 500g mutton pieces, turmeric, chili powder, coriander powder, and salt.

Cover and cook on low heat till mutton is tender (45-60 mins).

Garnish with fresh coriander before serving.",31,25,15
Egg Masala,456,Non-Vegetarian,Breakfast,1 serving,/static/images/egg masala.jpg,69 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","1. Boil and peel eggs. 2. Prepare curry gravy with onion, tomato, spices. 3. Add eggs, simmer. Serve with rice or roti.",32,26,16
Keema,460,Non-Vegetarian,Lunch,1 serving,/static/images/keema.jpg,25 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat 2 tbsp oil; sauté 1 finely chopped onion till golden.

Add 2 tsp ginger-garlic paste; cook 2 minutes.

Add 500g minced meat, salt, 1 tsp turmeric, 1 tsp red chili powder, and 1 tsp garam masala.

Cook till meat is browned and cooked through, stirring occasionally.",18,27,17
Chicken 65,464,Non-Vegetarian,Dinner,1 serving,/static/images/chicken 65.jpg,26 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1 tbsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric, 1 tsp garam masala, 1 tbsp lemon juice, salt to taste, and 2 tbsp yogurt.

Keep marinated chicken for at least 30 minutes.

Heat oil in deep pan; deep fry marinated chicken pieces till crispy and golden brown.

Remove and toss with fried curry leaves, green chilies, and chaat masala.

Serve hot as appetizer or snack.",19,28,18
Fish Tikka,468,Non-Vegetarian,Lunch,1 serving,/static/images/fish tikka.jpg,27 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish cubes with yogurt, ginger-garlic paste, turmeric, chili, and salt.

Thread on skewers.

Grill till cooked and charred.

Serve with mint chutney.",20,29,19
Prawns Fry,472,Non-Vegetarian,Breakfast,1 serving,/static/images/prawns fry.jpg,28 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Clean and devein 250g prawns; marinate with 1/2 tsp turmeric, red chili powder, salt, and lemon juice. Rest for 15 minutes.

Heat 2 tbsp oil in a pan; add 1/2 tsp mustard seeds, 1/2 tsp cumin seeds, and chopped curry leaves.

When seeds crackle, add 1 sliced onion and sauté till golden.

Add 1 tsp ginger-garlic paste; cook for 2 minutes.

Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt; cook for 2 mins.

Add prawns; cook on high heat for 4-5 minutes till prawns turn pink and crispy.

Garnish with chopped coriander and serve hot.",21,30,20
Chicken Soup,476,Non-Vegetarian,Lunch,1 serving,/static/images/chicken soup.jpg,29 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Boil 500g chicken pieces in 6 cups water with salt, pepper, 2 cloves garlic, 1 inch ginger, and 1 bay leaf.

Remove chicken when cooked; shred meat.

Add chopped carrots, celery, and onions; simmer till vegetables tender.

Return shredded chicken to pot, adjust seasoning.

Serve hot, garnished with fresh parsley.",22,31,21
Chicken Korma,480,Non-Vegetarian,Dinner,1 serving,/static/images/chicken korma.jpg,30 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Sauté 1 large chopped onion and 1 tbsp ginger-garlic paste in 2 tbsp ghee till golden.

Add 1/4 cup cashew paste, 1 tsp garam masala, turmeric, and salt.

Add 500g chicken pieces and 1/2 cup yogurt, cook covered till tender.

Stir in 1/4 cup cream and cook 5 more minutes.

Garnish with fried onions and chopped nuts before serving.",23,32,22
Butter Chicken,484,Non-Vegetarian,Lunch,1 serving,/static/images/butter chicken.jpg,31 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1/2 cup yogurt, 1 tsp turmeric powder, 1 tsp red chili powder, 1 tsp garam masala, and salt to taste. Refrigerate for at least 30 minutes.

Heat 2 tbsp oil and 2 tbsp butter in a pan on medium heat.

Add 1 large finely chopped onion and sauté until golden brown.

Add 1 tbsp ginger-garlic paste and cook for 2 minutes until fragrant.

Pour in 1 cup tomato puree, then add 1 tsp coriander powder, 1 tsp garam masala, 1/2 tsp red chili powder, and salt to taste. Cook the mixture until the oil begins to separate from the masala.

Add the marinated chicken pieces, stir well, cover, and cook on low heat for 20-25 minutes or until the chicken is tender and cooked through.

Stir in 1/4 cup fresh cream and 1 tbsp butter, simmer for another 5 minutes.

Garnish with chopped fresh coriander leaves and serve hot with naan or steamed rice.",24,33,23
Fish Curry,488,Non-Vegetarian,Lunch,1 serving,/static/images/fish cury.jpg,32 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish pieces with turmeric, salt, and lemon juice.

Heat oil; add mustard seeds, curry leaves, chopped onions and garlic; sauté.

Add chopped tomatoes, turmeric, coriander powder, chili powder, and salt; cook till oil separates.

Add fish pieces and simmer till cooked.

Garnish with coriander leaves.",25,34,24
Mutton Curry,492,Non-Vegetarian,Lunch,1 serving,/static/images/mutton curyy.jpg,33 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat oil; sauté 1 chopped onion till golden.

Add 1 tbsp ginger-garlic paste; cook 2 mins.

Add 500g mutton pieces, turmeric, chili powder, coriander powder, and salt.

Cover and cook on low heat till mutton is tender (45-60 mins).

Garnish with fresh coriander before serving.",26,35,25
Egg Masala,496,Non-Vegetarian,Dinner,1 serving,/static/images/egg masala.jpg,34 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","1. Boil and peel eggs. 2. Prepare curry gravy with onion, tomato, spices. 3. Add eggs, simmer. Serve with rice or roti.",27,36,26
Keema,500,Non-Vegetarian,Snacks,1 serving,/static/images/keema.jpg,35 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat 2 tbsp oil; sauté 1 finely chopped onion till golden.

Add 2 tsp ginger-garlic paste; cook 2 minutes.

Add 500g minced meat, salt, 1 tsp turmeric, 1 tsp red chili powder, and 1 tsp garam masala.

Cook till meat is browned and cooked through, stirring occasionally.",28,37,27
Chicken 65,504,Non-Vegetarian,Lunch,1 serving,/static/images/chicken 65.jpg,36 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1 tbsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric, 1 tsp garam masala, 1 tbsp lemon juice, salt to taste, and 2 tbsp yogurt.

Keep marinated chicken for at least 30 minutes.

Heat oil in deep pan; deep fry marinated chicken pieces till crispy and golden brown.

Remove and toss with fried curry leaves, green chilies, and chaat masala.

Serve hot as appetizer or snack.",29,38,28
Fish Tikka,508,Non-Vegetarian,Lunch,1 serving,/static/images/fish tikka.jpg,37 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish cubes with yogurt, ginger-garlic paste, turmeric, chili, and salt.

Thread on skewers.

Grill till cooked and charred.

Serve with mint chutney.",30,39,29
Prawns Fry,512,Non-Vegetarian,Dinner,1 serving,/static/images/prawns fry.jpg,38 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Clean and devein 250g prawns; marinate with 1/2 tsp turmeric, red chili powder, salt, and lemon juice. Rest for 15 minutes.

Heat 2 tbsp oil in a pan; add 1/2 tsp mustard seeds, 1/2 tsp cumin seeds, and chopped curry leaves.

When seeds crackle, add 1 sliced onion and sauté till golden.

Add 1 tsp ginger-garlic paste; cook for 2 minutes.

Add 1/2 tsp turmeric, 1 tsp red chili powder, and salt; cook for 2 mins.

Add prawns; cook on high heat for 4-5 minutes till prawns turn pink and crispy.

Garnish with chopped coriander and serve hot.",31,40,30
Chicken Soup,516,Non-Vegetarian,Lunch,1 serving,/static/images/chicken soup.jpg,39 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Boil 500g chicken pieces in 6 cups water with salt, pepper, 2 cloves garlic, 1 inch ginger, and 1 bay leaf.

Remove chicken when cooked; shred meat.

Add chopped carrots, celery, and onions; simmer till vegetables tender.

Return shredded chicken to pot, adjust seasoning.

Serve hot, garnished with fresh parsley.",32,41,31
Chicken Korma,520,Non-Vegetarian,Lunch,1 serving,/static/images/chicken korma.jpg,40 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Sauté 1 large chopped onion and 1 tbsp ginger-garlic paste in 2 tbsp ghee till golden.

Add 1/4 cup cashew paste, 1 tsp garam masala, turmeric, and salt.

Add 500g chicken pieces and 1/2 cup yogurt, cook covered till tender.

Stir in 1/4 cup cream and cook 5 more minutes.

Garnish with fried onions and chopped nuts before serving.",18,12,12
Butter Chicken,524,Non-Vegetarian,Lunch,1 serving,/static/images/butter chicken.jpg,41 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate 500g boneless chicken pieces with 1/2 cup yogurt, 1 tsp turmeric powder, 1 tsp red chili powder, 1 tsp garam masala, and salt to taste. Refrigerate for at least 30 minutes.

Heat 2 tbsp oil and 2 tbsp butter in a pan on medium heat.

Add 1 large finely chopped onion and sauté until golden brown.

Add 1 tbsp ginger-garlic paste and cook for 2 minutes until fragrant.

Pour in 1 cup tomato puree, then add 1 tsp coriander powder, 1 tsp garam masala, 1/2 tsp red chili powder, and salt to taste. Cook the mixture until the oil begins to separate from the masala.

Add the marinated chicken pieces, stir well, cover, and cook on low heat for 20-25 minutes or until the chicken is tender and cooked through.

Stir in 1/4 cup fresh cream and 1 tbsp butter, simmer for another 5 minutes.

Garnish with chopped fresh coriander leaves and serve hot with naan or steamed rice.",19,13,13
Fish Curry,528,Non-Vegetarian,Dinner,1 serving,/static/images/fish cury.jpg,42 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Marinate fish pieces with turmeric, salt, and lemon juice.

Heat oil; add mustard seeds, curry leaves, chopped onions and garlic; sauté.

Add chopped tomatoes, turmeric, coriander powder, chili powder, and salt; cook till oil separates.

Add fish pieces and simmer till cooked.

Garnish with coriander leaves.",20,14,14
Mutton Curry,532,Non-Vegetarian,Lunch,1 serving,/static/images/mutton curyy.jpg,43 min,"Chicken/Fish/Egg/Mutton, spices, onion, tomato as needed","Heat oil; sauté 1 chopped onion till golden.

Add 1 tbsp ginger-garlic paste; cook 2 mins.

Add 500g mutton pieces, turmeric, chili powder, coriander powder, and salt.

Cover and cook on low heat till mutton is tender (45-60 mins).

Garnish with fresh coriander before serving.",21,15,15
